OrderID,OrderDate,Region,Category,Product,CustomerSegment,Quantity,UnitPrice,Discount,Sales,Profit
ORD-10628,2023-03-01,North,Electronics,Laptop,Home Office,1,807.89,0.05,767.5,228.29
ORD-10629,2024-03-08,West,Office Supplies,Notebook,Consumer,1,5.73,0.0,5.73,1.97
ORD-10630,2024-02-17,North,Furniture,Desk,Consumer,4,248.78,0.0,995.12,262.88
ORD-10631,2023-10-20,North,Furniture,Desk,Home Office,6,90.47,0.1,488.54,42.0
ORD-10632,2023-07-23,West,Electronics,Laptop,Consumer,9,289.02,0.0,2601.18,173.95
ORD-10633,2023-03-21,East,Office Supplies,Printer Paper,Home Office,6,31.53,0.1,170.26,33.51
ORD-10634,2024-04-30,East,Furniture,Lamp,Home Office,5,530.78,0.0,2653.9,738.15
ORD-10635,2024-10-23,West,Office Supplies,Pen Set,Consumer,8,13.28,0.0,106.24,21.03
ORD-10636,2024-01-14,West,Furniture,Desk,Home Office,8,266.74,0.05,2027.22,346.32
ORD-10637,2024-07-19,Central,Furniture,Desk,Home Office,1,510.39,0.0,510.39,136.04
ORD-10638,2024-05-08,Central,Office Supplies,Printer Paper,Home Office,1,3.07,0.0,3.07,0.73
ORD-10639,2023-08-23,East,Office Supplies,Printer Paper,Corporate,4,7.19,0.05,27.32,3.45
ORD-10640,2023-12-04,East,Office Supplies,Printer Paper,Consumer,5,37.74,0.0,188.7,46.41
ORD-10641,2024-08-13,East,Electronics,Monitor,Corporate,3,813.29,0.0,2439.87,437.95
ORD-10642,2023-03-08,Central,Electronics,Smartphone,Consumer,4,371.54,0.05,1411.85,389.79
ORD-10643,2024-04-15,West,Electronics,Laptop,Consumer,3,1008.61,0.1,2723.25,542.4
ORD-10644,2024-03-26,Central,Electronics,Monitor,Corporate,9,345.66,0.0,3110.94,996.85
ORD-10645,2024-01-31,North,Office Supplies,Stapler,Consumer,9,52.51,0.05,448.96,116.57
ORD-10646,2024-07-06,East,Office Supplies,Folder,Home Office,7,27.49,0.1,173.19,21.63
ORD-10647,2023-04-30,West,Office Supplies,Folder,Home Office,2,21.54,0.0,43.08,9.95
ORD-10648,2024-09-28,West,Office Supplies,Printer Paper,Corporate,1,47.96,0.05,45.56,6.75
ORD-10649,2024-06-11,South,Electronics,Keyboard,Home Office,1,611.56,0.1,550.4,36.83
ORD-10650,2024-11-21,East,Furniture,Lamp,Corporate,7,456.19,0.0,3193.33,527.69
ORD-10651,2024-02-21,South,Electronics,Monitor,Consumer,4,502.73,0.2,1608.74,160.95
ORD-10652,2024-04-30,East,Furniture,Sofa,Home Office,8,350.78,0.05,2665.93,337.43
ORD-10653,2023-01-04,East,Furniture,Desk,Consumer,8,587.67,0.15,3996.16,529.25
ORD-10654,2024-09-19,South,Furniture,Chair,Corporate,4,748.73,0.1,2695.43,434.86
ORD-10655,2023-09-30,South,Electronics,Keyboard,Consumer,7,650.14,0.0,4550.98,1388.28
ORD-10656,2024-03-13,South,Electronics,Smartphone,Consumer,2,895.08,0.05,1700.65,546.27
ORD-10657,2024-05-09,East,Furniture,Chair,Consumer,4,725.46,0.1,2611.66,170.23
ORD-10658,2023-09-26,North,Electronics,Monitor,Home Office,9,844.22,0.05,7218.08,2312.34
ORD-10659,2023-01-17,Central,Furniture,Bookshelf,Corporate,7,740.76,0.05,4926.05,1567.43
ORD-10660,2024-11-25,North,Electronics,Keyboard,Home Office,8,187.87,0.0,1502.96,476.65
ORD-10661,2024-12-05,West,Electronics,Monitor,Consumer,7,819.79,0.1,5164.68,1562.56
ORD-10662,2023-09-19,Central,Electronics,Smartphone,Corporate,8,1011.15,0.05,7684.74,1577.59
ORD-10663,2023-06-06,North,Electronics,Keyboard,Home Office,8,1118.93,0.1,8056.3,1609.43
ORD-10664,2024-04-30,South,Electronics,Keyboard,Consumer,1,212.75,0.1,191.48,33.38
ORD-10665,2023-03-25,Central,Electronics,Laptop,Consumer,7,88.58,0.0,620.06,134.09
ORD-10666,2023-08-11,Central,Electronics,Keyboard,Corporate,5,552.75,0.0,2763.75,714.64
ORD-10667,2023-11-02,Central,Office Supplies,Notebook,Corporate,7,26.63,0.05,177.09,51.7
ORD-10668,2023-05-17,Central,Furniture,Desk,Consumer,8,592.5,0.1,4266.0,423.1
ORD-10669,2024-03-09,North,Electronics,Headphones,Consumer,9,398.04,0.15,3045.01,964.65
ORD-10670,2023-06-23,Central,Furniture,Chair,Corporate,8,189.3,0.05,1438.68,476.02
ORD-10671,2024-03-09,North,Furniture,Bookshelf,Consumer,1,422.96,0.0,422.96,138.36
ORD-10672,2023-04-11,Central,Office Supplies,Stapler,Consumer,8,18.72,0.0,149.76,25.44
ORD-10673,2024-06-16,East,Electronics,Smartphone,Consumer,4,302.22,0.0,1208.88,113.72
ORD-10674,2024-04-25,North,Office Supplies,Folder,Corporate,2,8.21,0.0,16.42,0.92
ORD-10675,2024-02-06,Central,Electronics,Laptop,Home Office,2,341.52,0.0,683.04,118.55
ORD-10676,2023-03-17,Central,Office Supplies,Stapler,Consumer,4,9.28,0.0,37.12,7.74
ORD-10677,2023-03-27,North,Furniture,Chair,Corporate,8,594.79,0.15,4044.57,947.89
ORD-10678,2024-01-26,North,Electronics,Monitor,Corporate,3,792.62,0.05,2258.97,398.34
ORD-10679,2024-05-05,South,Office Supplies,Pen Set,Consumer,2,23.73,,47.46,7.47
ORD-10680,2024-05-05,East,Office Supplies,Notebook,Consumer,4,39.92,0.0,159.68,26.6
ORD-10681,2024-04-18,East,Electronics,Monitor,Home Office,2,618.28,0.0,1236.56,210.27
ORD-10682,2023-06-12,West,Electronics,Smartphone,Home Office,4,861.97,0.05,3275.49,482.7
ORD-10683,2023-05-07,,Electronics,Smartphone,Consumer,8,982.75,0.05,7468.9,1577.79
ORD-10684,2023-04-06,South,Electronics,Keyboard,Home Office,7,593.75,0.1,3740.62,387.29
ORD-10685,2023-02-05,South,Office Supplies,Notebook,Home Office,4,7.51,0.1,27.04,6.19
ORD-10686,2024-03-14,Central,Office Supplies,Folder,Consumer,6,23.08,0.2,110.78,10.99
ORD-10687,2023-06-07,East,Furniture,Desk,Consumer,8,170.26,0.1,1225.87,365.23
ORD-10688,2024-04-22,West,Office Supplies,Pen Set,Consumer,5,54.08,0.0,270.4,69.36
ORD-10689,2023-10-20,Central,Office Supplies,Stapler,Corporate,1,55.06,0.2,44.05,12.21
ORD-10690,2023-05-07,East,Electronics,Keyboard,Home Office,3,564.3,0.0,1692.9,419.72
ORD-10691,2024-10-22,South,Office Supplies,Pen Set,Consumer,7,17.05,0.2,95.48,7.77
ORD-10692,2023-08-09,North,Electronics,Headphones,Home Office,8,468.28,0.1,3371.62,225.71
ORD-10693,2024-11-05,South,Furniture,Desk,Consumer,9,229.89,0.0,2069.01,355.51
ORD-10694,2024-03-31,West,Office Supplies,Stapler,Corporate,5,52.72,0.0,263.6,34.64
ORD-10695,2023-01-12,North,Office Supplies,Notebook,Corporate,5,28.16,0.1,126.72,7.52
ORD-10696,2024-08-17,West,Electronics,Laptop,Home Office,4,971.58,0.1,3497.69,518.82
ORD-10697,2024-05-30,Central,Furniture,Bookshelf,Consumer,1,47.48,0.0,47.48,5.81
ORD-10698,2024-07-31,South,Electronics,Laptop,Corporate,9,889.98,0.0,8009.82,741.34
ORD-10699,2024-04-08,South,Office Supplies,Notebook,Corporate,6,35.98,0.0,215.88,31.53
ORD-10700,2024-11-30,West,Furniture,Chair,Home Office,4,619.87,0.2,1983.58,671.82
ORD-10701,2023-09-02,East,Furniture,Desk,Corporate,7,350.26,0.0,2451.82,730.75
ORD-10702,2024-02-11,East,Electronics,Keyboard,Home Office,9,803.18,0.15,6144.33,737.83
ORD-10703,2024-05-31,West,Furniture,Lamp,Corporate,6,341.15,0.05,1944.55,607.89
ORD-10704,2023-09-23,Central,Furniture,Chair,Corporate,9,272.13,0.0,2449.17,616.36
ORD-10705,2024-01-11,East,Office Supplies,Printer Paper,Corporate,5,41.32,0.05,196.27,38.75
ORD-10706,2023-08-10,East,Office Supplies,Stapler,Consumer,8,48.55,0.0,388.4,96.25
ORD-10707,2024-07-16,North,Office Supplies,Folder,Home Office,5,6.0,0.0,30.0,10.42
ORD-10708,2023-05-02,North,Furniture,Sofa,Corporate,8,197.53,0.1,1422.22,194.67
ORD-10709,2024-06-30,Central,Electronics,Headphones,Consumer,1,517.19,0.0,517.19,73.25
ORD-10710,2023-03-21,West,Electronics,Keyboard,Consumer,5,472.05,0.1,2124.22,661.45
ORD-10711,2024-06-30,South,Office Supplies,Notebook,Home Office,6,46.16,0.0,276.96,39.88
ORD-10712,2023-09-13,East,Furniture,Lamp,Corporate,1,518.13,0.0,518.13,128.56
ORD-10713,2024-02-03,Central,Electronics,Smartphone,Consumer,2,729.5,0.0,1459.0,181.15
ORD-10714,2023-09-30,Central,Office Supplies,Notebook,Corporate,3,3.28,0.0,9.84,2.43
ORD-10715,2023-11-23,East,Furniture,Desk,Home Office,3,713.13,0.0,2139.39,197.54
ORD-10716,2023-09-22,South,Office Supplies,Stapler,Home Office,5,3.04,0.2,12.16,3.14
ORD-10717,2023-05-20,Central,Furniture,Bookshelf,Corporate,9,669.68,0.05,5725.76,698.99
ORD-10718,2024-10-23,East,Furniture,Bookshelf,Home Office,2,508.51,0.2,813.62,267.65
ORD-10719,2024-07-23,West,Office Supplies,Stapler,Home Office,5,33.53,0.0,167.65,49.89
ORD-10720,2023-02-09,Central,Office Supplies,Folder,Consumer,8,18.51,0.05,140.68,26.56
ORD-10721,2024-11-15,Central,Office Supplies,Pen Set,Consumer,7,3.9,0.0,27.3,4.94
ORD-10722,2024-08-08,East,Electronics,Monitor,Home Office,9,1075.98,0.15,8231.25,739.01
ORD-10723,2023-08-01,North,Furniture,Sofa,Consumer,4,125.96,0.1,453.46,105.34
ORD-10724,2024-09-01,East,Furniture,Bookshelf,Home Office,8,298.92,0.1,2152.22,658.07
ORD-10725,2023-06-21,West,Electronics,Laptop,Home Office,3,1149.68,0.1,3104.14,889.17
ORD-10726,2023-08-09,Central,Office Supplies,Folder,Corporate,7,33.23,0.15,197.72,60.35
ORD-10727,2024-05-06,North,Furniture,Bookshelf,Home Office,4,627.03,0.15,2131.9,310.1
ORD-10728,2024-12-09,South,Furniture,Sofa,Home Office,5,635.32,0.0,3176.6,989.36
ORD-10729,2023-01-08,Central,Electronics,Monitor,Home Office,5,433.89,0.0,2169.45,461.83
ORD-10730,2023-05-22,South,Furniture,Chair,Home Office,9,523.53,0.2,3769.42,1024.09
ORD-10731,2024-10-17,North,Electronics,Keyboard,Corporate,7,974.07,0.0,6818.49,1591.48
ORD-10732,2023-10-27,,Furniture,Sofa,Consumer,6,588.16,0.1,3176.06,781.62
ORD-10733,2023-03-18,Central,Electronics,Monitor,Home Office,4,930.63,0.15,3164.14,286.39
ORD-10734,2023-06-04,South,Electronics,Monitor,Consumer,3,210.19,0.0,630.57,84.62
ORD-10735,2023-07-06,North,Furniture,Lamp,Consumer,3,775.84,0.1,2094.77,552.56
ORD-10736,2024-07-13,Central,Electronics,Laptop,Corporate,7,353.03,0.0,2471.21,439.68
ORD-10737,2024-05-30,North,Electronics,Keyboard,Home Office,5,159.14,0.05,755.91,111.25
ORD-10738,2024-08-18,North,Furniture,Sofa,Consumer,4,693.09,0.05,2633.74,766.19
ORD-10739,2024-03-03,Central,Office Supplies,Folder,Home Office,4,25.53,0.1,91.91,27.43
ORD-10740,2023-06-30,East,Electronics,Monitor,Home Office,9,673.34,0.2,4848.05,888.15
ORD-10741,2024-12-07,East,Furniture,Lamp,Consumer,2,301.82,0.1,543.28,171.41
ORD-10742,2023-03-04,,Office Supplies,Pen Set,Consumer,3,51.15,0.1,138.1,31.82
ORD-10743,2023-11-27,North,Electronics,Laptop,Consumer,7,648.6,0.15,3859.17,1211.08
ORD-10744,2023-04-15,West,Electronics,Headphones,Consumer,3,530.85,0.0,1592.55,533.69
ORD-10745,2023-09-28,Central,Furniture,Lamp,Consumer,2,482.59,0.0,965.18,223.29
ORD-10746,2023-08-19,Central,Office Supplies,Pen Set,Consumer,3,48.98,0.2,117.55,23.68
ORD-10747,2023-10-07,West,Electronics,Keyboard,Consumer,7,686.51,0.05,4565.29,786.7
ORD-10748,2024-11-28,South,Furniture,Desk,Consumer,2,448.25,0.05,851.68,147.88
ORD-10749,2023-09-21,East,Furniture,Desk,Corporate,3,536.86,0.2,1288.46,116.97
ORD-10750,2023-05-15,East,Office Supplies,Pen Set,Consumer,1,2.54,0.0,2.54,0.57
ORD-10751,2023-04-11,North,Office Supplies,Pen Set,Corporate,6,2.7,0.1,14.58,4.94
ORD-10752,2023-12-14,North,Electronics,Headphones,Consumer,6,352.03,0.0,2112.18,564.11
ORD-10753,2023-09-07,South,Electronics,Smartphone,Home Office,5,1022.01,0.2,4088.04,1214.55
ORD-10754,2023-10-13,North,Office Supplies,Notebook,Corporate,8,45.11,0.05,342.84,56.83
ORD-10755,2023-02-12,West,Electronics,Keyboard,Home Office,3,531.57,0.0,1594.71,375.14
ORD-10756,2023-06-24,West,Office Supplies,Pen Set,Consumer,6,50.26,0.15,256.33,30.54
ORD-10757,2023-10-31,West,Office Supplies,Folder,Home Office,1,48.64,0.0,48.64,6.24
ORD-10758,2024-04-23,West,Office Supplies,Stapler,Home Office,8,8.44,0.1,60.77,9.44
ORD-10759,2024-07-18,East,Electronics,Keyboard,Home Office,5,592.52,0.0,2962.6,451.67
ORD-10760,2023-08-12,South,Furniture,Sofa,Consumer,6,620.89,0.05,3539.07,1230.2
ORD-10761,2023-01-14,South,Electronics,Laptop,Consumer,1,746.15,0.0,746.15,56.66
ORD-10762,2023-08-28,South,Office Supplies,Folder,Home Office,5,50.83,0.0,254.15,44.02
ORD-10763,2024-01-18,Central,Electronics,Keyboard,Corporate,4,950.84,,3803.36,1190.02
ORD-10764,2024-06-14,North,Furniture,Desk,Consumer,1,439.44,0.1,395.5,76.94
ORD-10765,2024-06-14,North,Office Supplies,Printer Paper,Corporate,6,51.94,0.15,264.89,70.75
ORD-10766,2023-01-28,South,Electronics,Keyboard,Home Office,7,873.81,0.2,4893.34,409.82
ORD-10767,2024-08-29,North,Office Supplies,Folder,Consumer,8,20.54,0.1,147.89,38.37
ORD-10768,2023-07-15,East,Furniture,Desk,Home Office,9,266.63,0.0,2399.67,798.3
ORD-10769,2024-10-14,West,Furniture,Bookshelf,Corporate,8,516.36,0.0,4130.88,389.64
ORD-10770,2024-03-15,North,Furniture,Desk,Consumer,9,498.94,0.0,4490.46,1053.3
ORD-10771,2023-03-28,West,Furniture,Chair,Home Office,6,212.84,0.1,1149.34,279.37
ORD-10772,2024-09-07,West,Electronics,Headphones,Home Office,7,1159.04,0.0,8113.28,2508.47
ORD-10773,2024-06-23,North,Furniture,Sofa,Corporate,5,44.05,0.15,187.21,10.85
ORD-10774,2024-05-16,North,Office Supplies,Stapler,Home Office,5,40.37,0.05,191.76,20.33
ORD-10775,2024-08-02,Central,Electronics,Laptop,Consumer,7,687.47,0.0,4812.29,619.45
ORD-10776,2024-08-08,West,Office Supplies,Printer Paper,Home Office,1,49.44,0.05,46.97,11.4
ORD-10777,2023-11-15,Central,Electronics,Keyboard,Consumer,2,480.02,0.05,912.04,243.95
ORD-10778,2023-01-17,West,Electronics,Laptop,Consumer,1,622.85,0.0,622.85,40.91
ORD-10779,2024-11-29,East,Furniture,Chair,Home Office,4,644.05,0.0,2576.2,528.87
ORD-10780,2024-11-08,South,Furniture,Lamp,Corporate,2,465.87,0.0,931.74,283.1
ORD-10781,2023-09-21,South,Electronics,Headphones,Consumer,4,84.52,0.2,270.46,88.78
ORD-10782,2024-07-19,Central,Furniture,Chair,Corporate,3,580.46,0.2,1393.1,426.01
ORD-10783,2023-01-16,Central,Office Supplies,Pen Set,Home Office,5,17.44,0.0,87.2,21.63
ORD-10784,2023-09-25,North,Office Supplies,Notebook,Consumer,1,21.19,0.05,20.13,5.44
ORD-10785,2024-03-19,West,Office Supplies,Folder,Corporate,5,52.68,0.15,223.89,30.6
ORD-10786,2024-03-27,East,Furniture,Sofa,Home Office,1,142.92,0.1,128.63,23.13
ORD-10787,2024-03-09,East,Electronics,Monitor,Consumer,8,767.47,0.05,5832.77,730.11
ORD-10788,2024-11-09,Central,Electronics,Laptop,Home Office,4,528.15,0.0,2112.6,444.78
ORD-10789,2024-10-11,North,Furniture,Sofa,Home Office,2,285.4,0.2,456.64,95.98
ORD-10790,2024-06-16,North,Furniture,Bookshelf,Consumer,2,453.58,0.0,907.16,180.36
ORD-10791,2024-11-12,North,Office Supplies,Folder,Consumer,3,8.28,0.0,24.84,2.87
ORD-10792,2024-01-14,Central,Office Supplies,Notebook,Consumer,1,3.76,0.0,3.76,0.41
ORD-10793,2023-05-16,North,Electronics,Smartphone,Consumer,2,519.07,0.05,986.23,342.75
ORD-10794,2023-03-30,West,Office Supplies,Printer Paper,Home Office,8,50.56,0.1,364.03,123.03
ORD-10795,2023-12-17,East,Office Supplies,Printer Paper,Consumer,3,41.84,0.0,125.52,15.37
ORD-10796,2023-12-21,East,Office Supplies,Stapler,Home Office,3,38.8,0.0,116.4,16.0
ORD-10797,2023-01-11,East,Furniture,Sofa,Consumer,7,114.89,0.05,764.02,206.55
ORD-10798,2024-01-15,West,Office Supplies,Folder,Corporate,5,42.83,0.0,214.15,39.49
ORD-10799,2024-06-09,West,Electronics,Smartphone,Home Office,3,335.82,0.1,906.71,142.43
ORD-10800,2024-01-07,East,Office Supplies,Folder,Home Office,3,46.39,0.0,139.17,18.65
ORD-10801,2024-08-06,North,Electronics,Keyboard,Consumer,6,77.27,0.15,394.08,116.15
ORD-10802,2024-02-17,West,Furniture,Sofa,Corporate,2,644.36,0.05,1224.28,224.58
ORD-10803,2023-11-22,West,Furniture,Bookshelf,Consumer,8,416.24,0.0,3329.92,345.81
ORD-10804,2023-10-05,West,Electronics,Smartphone,Consumer,4,452.34,0.1,1628.42,322.27
ORD-10805,2024-06-22,South,Furniture,Bookshelf,Consumer,6,178.57,0.15,910.71,94.24
ORD-10806,2023-10-30,East,Electronics,Smartphone,Consumer,5,208.43,0.05,990.04,256.01
ORD-10807,2024-03-18,East,Electronics,Laptop,Corporate,9,338.83,0.1,2744.52,842.25
ORD-10808,2024-07-20,West,Electronics,Headphones,Consumer,8,956.34,0.1,6885.65,733.91
ORD-10809,2024-10-25,South,Office Supplies,Pen Set,Corporate,7,27.7,0.0,193.9,12.61
ORD-10810,2023-10-09,East,Office Supplies,Stapler,Corporate,9,12.34,0.05,105.51,17.18
ORD-10811,2024-12-12,South,Office Supplies,Folder,Corporate,7,59.92,0.0,419.44,100.72
ORD-10812,2024-05-30,South,Office Supplies,Stapler,Home Office,1,19.45,0.05,18.48,2.21
ORD-10813,2023-08-18,,Electronics,Laptop,Consumer,3,118.21,0.1,319.17,29.51
ORD-10814,2023-11-08,North,Office Supplies,Pen Set,Consumer,4,18.55,0.15,63.07,18.72
ORD-10815,2024-07-19,Central,Electronics,Keyboard,Corporate,7,220.97,0.2,1237.43,67.17
ORD-10816,2023-06-30,North,Furniture,Sofa,Corporate,9,183.59,0.15,1404.46,198.68
ORD-10817,2024-04-18,North,Electronics,Monitor,Corporate,4,985.16,0.0,3940.64,1184.52
ORD-10818,2024-03-21,East,Electronics,Monitor,Consumer,3,1175.68,0.0,3527.04,826.23
ORD-10819,2023-12-09,West,Office Supplies,Notebook,Consumer,5,4.52,0.0,22.6,6.77
ORD-10820,2024-01-21,Central,Office Supplies,Folder,Home Office,5,55.88,0.2,223.52,23.21
ORD-10821,2024-11-13,North,Electronics,Headphones,Consumer,2,301.55,0.05,572.95,96.63
ORD-10822,2023-12-25,South,Office Supplies,Folder,Consumer,9,59.35,0.1,480.74,163.06
ORD-10823,2023-03-16,East,Electronics,Smartphone,Consumer,3,821.31,0.0,2463.93,337.78
ORD-10824,2023-07-07,South,Office Supplies,Folder,Corporate,2,42.83,0.0,85.66,28.25
ORD-10825,2024-04-12,Central,Furniture,Desk,Corporate,5,672.91,,3028.1,796.3
ORD-10826,2023-12-22,South,Electronics,Smartphone,Consumer,6,167.75,0.0,1006.5,267.11
ORD-10827,2023-07-05,East,Furniture,Lamp,Consumer,8,156.6,0.05,1190.16,221.97
ORD-10828,2024-07-31,North,Furniture,Desk,Corporate,8,325.38,0.0,2603.04,840.36
ORD-10829,2024-09-21,North,Furniture,Lamp,Consumer,7,57.18,0.1,360.23,93.63
ORD-10830,2024-09-10,South,Office Supplies,Notebook,Consumer,8,11.58,0.0,92.64,16.92
ORD-10831,2024-06-08,East,Electronics,Smartphone,Home Office,8,734.66,0.0,5877.28,1519.9
ORD-10832,2024-08-21,Central,Furniture,Bookshelf,Home Office,3,498.28,0.05,1420.1,284.47
ORD-10833,2023-07-13,North,Electronics,Smartphone,Consumer,8,728.31,0.2,4661.18,902.29
ORD-10834,2023-06-24,West,Furniture,Lamp,Home Office,4,661.12,0.0,2644.48,163.37
ORD-10835,2023-02-13,West,Office Supplies,Notebook,Corporate,6,42.49,0.0,254.94,57.1
ORD-10836,2023-03-12,North,Furniture,Lamp,Consumer,2,55.69,,105.81,13.43
ORD-10837,2024-06-30,Central,Furniture,Bookshelf,Home Office,8,364.45,0.05,2769.82,233.64
ORD-10838,2024-01-26,West,Electronics,Monitor,Home Office,1,1098.36,0.15,933.61,186.72
ORD-10839,2024-10-01,South,Furniture,Lamp,Consumer,9,597.76,0.1,4841.86,1360.69
ORD-10840,2024-09-13,West,Electronics,Headphones,Consumer,3,711.57,0.15,1814.5,261.42
ORD-10841,2024-08-14,Central,Office Supplies,Stapler,Consumer,4,2.54,0.05,9.65,1.98
ORD-10842,2023-07-01,North,Furniture,Lamp,Home Office,3,532.06,0.0,1596.18,208.86
ORD-10843,2023-09-29,Central,Electronics,Laptop,Consumer,2,52.22,0.0,104.44,30.93
ORD-10844,2023-12-21,East,Furniture,Chair,Corporate,2,360.25,0.05,684.48,238.57
ORD-10845,2023-07-28,North,Electronics,Monitor,Corporate,9,546.4,0.0,4917.6,557.4
ORD-10846,2024-10-10,Central,Electronics,Headphones,Consumer,9,641.14,0.0,5770.26,523.65
ORD-10847,2023-06-01,West,Furniture,Chair,Consumer,4,601.49,0.0,2405.96,307.64
ORD-10848,2024-06-22,West,Furniture,Lamp,Consumer,5,316.95,0.1,1426.28,156.21
ORD-10849,2024-06-13,North,Furniture,Sofa,Consumer,1,351.1,0.1,315.99,102.67
ORD-10850,2024-02-04,,Office Supplies,Notebook,Home Office,1,43.19,0.15,36.71,2.77
ORD-10851,2023-03-12,Central,Electronics,Headphones,Home Office,2,1014.28,0.05,1927.13,288.34
ORD-10852,2023-09-01,Central,Furniture,Chair,Corporate,2,66.22,0.1,119.2,26.69
ORD-10853,2023-08-03,South,Electronics,Monitor,Home Office,2,878.76,0.05,1669.64,566.54
ORD-10854,2023-05-21,Central,Furniture,Sofa,Corporate,4,649.33,0.0,2597.32,689.14
ORD-10855,2023-03-18,North,Electronics,Monitor,Home Office,6,594.6,0.2,2854.08,922.1
ORD-10856,2023-02-25,East,Office Supplies,Notebook,Corporate,1,9.11,0.0,9.11,2.94
ORD-10857,2023-04-23,North,Electronics,Keyboard,Corporate,1,319.45,0.15,271.53,86.36
ORD-10858,2023-05-08,South,Furniture,Sofa,Corporate,1,102.88,0.0,102.88,7.61
ORD-10859,2023-12-01,South,Electronics,Monitor,Corporate,4,556.17,0.1,2002.21,366.11
ORD-10860,2023-10-24,South,Office Supplies,Folder,Consumer,5,2.01,0.1,9.04,0.75
ORD-10861,2023-03-16,East,Furniture,Bookshelf,Corporate,2,610.07,0.05,1159.13,346.64
ORD-10862,2024-02-27,East,Furniture,Chair,Corporate,7,286.85,0.05,1907.55,281.44
ORD-10863,2023-01-14,North,Electronics,Headphones,Consumer,2,337.78,0.0,675.56,156.85
ORD-10864,2023-11-25,East,Furniture,Chair,Consumer,2,594.07,,1128.73,61.2
ORD-10865,2023-01-21,South,Furniture,Desk,Home Office,2,731.07,0.0,1462.14,381.18
ORD-10866,2024-02-10,North,Electronics,Keyboard,Home Office,3,1059.51,0.15,2701.75,371.37
ORD-10867,2023-07-08,North,Electronics,Monitor,Home Office,8,394.53,0.0,3156.24,181.91
ORD-10868,2023-03-18,Central,Office Supplies,Folder,Corporate,3,49.63,0.0,148.89,18.98
ORD-10869,2023-03-13,Central,Office Supplies,Folder,Corporate,7,54.19,0.2,303.46,88.67
ORD-10870,2024-03-14,South,Office Supplies,Printer Paper,Home Office,9,54.71,0.0,492.39,130.83
ORD-10871,2023-03-22,East,Furniture,Sofa,Corporate,9,208.17,0.2,1498.82,509.05
ORD-10872,2024-05-11,North,Electronics,Monitor,Corporate,9,1167.91,0.0,10511.19,2047.07
ORD-10873,2024-11-05,North,Office Supplies,Pen Set,Corporate,9,42.86,0.0,385.74,39.16
ORD-10874,2023-10-04,North,Office Supplies,Pen Set,Home Office,8,51.95,0.15,353.26,19.31
ORD-10875,2024-12-22,North,Electronics,Monitor,Consumer,8,187.11,0.0,1496.88,204.16
ORD-10876,2024-08-12,North,Furniture,Bookshelf,Consumer,4,222.57,0.05,845.77,178.99
ORD-10877,2024-06-30,North,Electronics,Laptop,Home Office,6,686.56,0.2,3295.49,288.96
ORD-10878,2024-07-29,South,Furniture,Chair,Home Office,3,401.47,0.0,1204.41,335.78
ORD-10879,2024-11-10,South,Furniture,Bookshelf,Consumer,3,526.44,0.0,1579.32,85.33
ORD-10880,2024-01-03,South,Electronics,Monitor,Consumer,3,1118.67,0.0,3356.01,889.23
ORD-10881,2024-07-16,West,Furniture,Lamp,Consumer,5,529.87,0.05,2516.88,768.56
ORD-10882,2023-08-10,Central,Electronics,Keyboard,Consumer,3,241.26,0.0,723.78,226.21
ORD-10883,2023-01-02,East,Electronics,Laptop,Corporate,5,272.8,0.05,1295.8,316.56
ORD-10884,2024-03-03,South,Office Supplies,Folder,Consumer,4,17.88,0.1,64.37,13.07
ORD-10885,2023-06-04,South,Electronics,Laptop,Corporate,2,420.81,0.2,673.3,36.04
ORD-10886,2024-12-15,North,Office Supplies,Stapler,Consumer,6,56.66,0.0,339.96,114.33
ORD-10887,2024-01-31,East,Furniture,Sofa,Corporate,4,586.47,0.0,2345.88,542.18
ORD-10888,2024-07-23,South,Office Supplies,Notebook,Consumer,7,26.82,0.2,150.19,37.6
ORD-10889,2023-09-24,South,Electronics,Monitor,Consumer,6,1175.01,0.0,7050.06,1914.41
ORD-10890,2023-10-13,South,Furniture,Desk,Consumer,2,730.11,0.0,1460.22,490.68
ORD-10891,2023-04-18,Central,Electronics,Laptop,Corporate,6,970.59,0.0,5823.54,714.51
ORD-10892,2024-04-07,West,Electronics,Headphones,Corporate,9,456.87,0.0,4111.83,720.04
ORD-10893,2023-11-10,North,Furniture,Chair,Corporate,8,781.05,0.05,5935.98,1165.11
ORD-10894,2024-01-14,West,Furniture,Chair,Consumer,6,637.5,0.0,3825.0,1042.14
ORD-10895,2023-10-18,South,Electronics,Laptop,Consumer,5,448.1,0.0,2240.5,719.97
ORD-10896,2024-07-12,Central,Office Supplies,Pen Set,Corporate,6,51.6,0.15,263.16,83.69
ORD-10897,2023-08-01,North,Office Supplies,Folder,Consumer,3,4.97,0.05,14.16,3.46
ORD-10898,2024-07-03,East,Electronics,Smartphone,Consumer,6,1168.92,0.0,7013.52,722.58
ORD-10899,2024-04-05,West,Electronics,Laptop,Consumer,6,852.47,0.0,5114.82,943.52
ORD-10900,2023-02-07,East,Electronics,Monitor,Home Office,9,1023.96,0.1,8294.08,2878.0
ORD-10901,2024-03-18,East,Office Supplies,Pen Set,Home Office,6,38.16,0.2,183.17,23.81
ORD-10902,2024-09-23,North,Furniture,Chair,Corporate,9,763.89,0.0,6875.01,941.34
